image_id,source_image_path,category,width,height
3b3cfa93-17a2-4cda-8970-07f7114a71fa,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00000938-03_7_additional.png,jeans,512,1024
ed7e0d04-05aa-4204-9434-f4a7b58e946a,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00001198-01_7_additional.png,jeans,512,1024
8da3669d-8631-4317-a054-d586ced8fc05,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00001198-02_7_additional.png,jeans,512,1024
ba5542e7-f21e-4de5-9efc-21ff346093ef,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00001198-03_7_additional.png,jeans,512,1024
29b31d31-b3b2-456f-9fe1-50f894a53864,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00001952-01_7_additional.png,jeans,512,1024
f38187ad-e0d8-4c0e-bfac-91a45caae4f7,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00002476-01_1_front.png,jeans,512,1024
a5f91f2f-5d07-4af3-9b6f-d6ec36b9978b,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00002559-03_7_additional.png,jeans,512,1024
793a42dd-f8ee-4703-8212-a7bc06f05e75,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00002578-01_1_front.png,jeans,512,1024
97578bb7-aacc-4f67-b9ad-32f64a8d3d53,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00002707-01_1_front.png,jeans,512,1024
f25b99b2-f61a-4291-92cc-c6796d2187eb,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00002735-01_1_front.png,jeans,512,1024
aa2e232c-7ac6-4a43-a4c3-0a200531d1d9,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00002760-01_4_full.png,jeans,512,1024
cdf50bff-c011-4b4e-aee0-1e477e1d4520,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00002760-04_4_full.png,jeans,512,1024
2fefc3c5-22f2-47c4-85c5-8a438790de6e,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00003074-01_1_front.png,jeans,512,1024
65c6e296-9447-49a9-a436-4d2d4e353d11,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00003242-01_7_additional.png,jeans,512,1024
ab5090f8-5c91-4dc4-84fa-5215ef7524ab,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00003252-01_1_front.png,jeans,512,1024
43975695-c4ab-4388-a8ea-075bb26fef42,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00003341-01_7_additional.png,jeans,512,1024
55043d45-2e31-4921-8020-ab8d7725a7fa,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00003734-01_1_front.png,jeans,512,1024
b7ea9021-8ff3-434c-a3ab-1ac9de25255f,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00003879-02_7_additional.png,jeans,512,1024
d1242f7e-a31b-4195-bfe1-81443463a7cd,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00004051-01_4_full.png,jeans,512,1024
82d6c2eb-fda0-4701-b7f2-49b71d77eab2,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00004064-01_4_full.png,jeans,512,1024
39afa160-756e-48f4-a2c2-7b851fd5e2f5,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00004714-01_7_additional.png,jeans,512,1024
a45300bc-f9ad-463f-89c8-dffc7fa2d24d,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00004807-01_7_additional.png,jeans,512,1024
bdc7a333-860c-4806-8be9-3ecd26f43820,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005208-01_7_additional.png,jeans,512,1024
610d75b4-36bb-4f02-b4ac-d96df7983323,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005378-01_7_additional.png,jeans,512,1024
5f82c692-f564-4be8-af94-ade790ce151e,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005447-01_4_full.png,jeans,512,1024
07e4d07e-2026-433c-b071-26a2b5ec6c09,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005608-01_7_additional.png,jeans,512,1024
310b725e-790f-4b36-83a1-8ee3e06659ea,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005724-01_7_additional.png,jeans,512,1024
03bc038a-560d-4c86-b2d4-8c1c623bf23b,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005769-02_4_full.png,jeans,512,1024
6fc49fc4-5ae0-47d3-829b-7578a2aefb17,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005826-01_7_additional.png,jeans,512,1024
ff398c14-1f0f-4cd2-bb00-6927186a09c0,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005887-01_7_additional.png,jeans,512,1024
71307db1-a016-4705-a066-27f3e31be380,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005887-02_7_additional.png,jeans,512,1024
762e8618-c667-43ba-b333-3385d297bf17,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00005887-03_7_additional.png,jeans,512,1024
2e6840d8-bb1b-4d01-b551-e1b2a2f9a3c1,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00006106-01_7_additional.png,jeans,512,1024
cab6d7fe-e67e-4f51-89e7-0ded309bb143,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00006359-01_7_additional.png,jeans,512,1024
17994266-09be-40d6-a416-0295bc0efb5d,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00006407-01_7_additional.png,jeans,512,1024
a250c523-7cae-4607-b3cd-4f688c277b2c,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00006407-02_7_additional.png,jeans,512,1024
b8fb5b64-96c5-4d6f-8648-bec46e42e847,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00006407-03_7_additional.png,jeans,512,1024
88b8fcdf-49a4-4428-a611-8b9d214eb9be,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00006439-01_4_full.png,jeans,512,1024
adb5188f-52a5-4234-90a6-2c57c7d1a33e,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00006465-01_7_additional.png,jeans,512,1024
eafabc22-f86c-4e8d-a328-17ee2b951d38,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00006841-01_1_front.png,jeans,512,1024
0eccbbbb-2deb-4be8-aad7-2d1a9f1026f3,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00007216-01_7_additional.png,jeans,512,1024
c52870b0-a70e-4242-a317-cc295e066e34,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00007297-01_7_additional.png,jeans,512,1024
b6371158-38b1-4f05-98cb-3f95fd9b596e,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00007300-01_1_front.png,jeans,512,1024
724aa444-7c48-43a7-a872-f0d1f6a86634,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00007570-01_1_front.png,jeans,512,1024
07dba5a5-2846-47e2-9cf8-5e9d9e4e99ce,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Denim-id_00007607-01_1_front.png,jeans,512,1024
0ffeb147-4ff5-40a8-876a-1ca225bd303a,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000084-04_4_full.png,jacket,512,1024
7b96d0c5-db28-48a9-b475-f087ba727e31,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000084-05_1_front.png,jacket,512,1024
5c343ac5-8b09-45c9-84b0-26604c75d86b,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000084-07_7_additional.png,jacket,512,1024
46cbe16c-7da4-4027-9204-72cb78fe66d7,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000084-08_4_full.png,jacket,512,1024
a25c7f6f-3d45-4c11-bd0b-11c71110675d,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000094-01_4_full.png,jacket,512,1024
70309954-e1a8-4961-a085-3ee4dc108cdb,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000094-02_7_additional.png,jacket,512,1024
9d51a72c-bf97-4932-bf27-55f376777c08,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000094-04_7_additional.png,jacket,512,1024
4e6d1a21-6234-4de1-96a4-22ffd8f54a14,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000168-02_4_full.png,jacket,512,1024
a856eb32-a6ab-4355-9f4c-94b086a81177,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000168-03_4_full.png,jacket,512,1024
79aadce2-77e9-4175-86ca-c0d53e20e72a,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000653-01_1_front.png,jacket,512,1024
201e68e3-f088-445b-89e5-ca5b5e96dc9e,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000653-02_4_full.png,jacket,512,1024
2fbdf2fb-02da-49c2-a729-4fe1918ff451,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000653-04_4_full.png,jacket,512,1024
668a99b2-4dd8-4ac3-9ee7-85fdecf25a24,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000716-03_4_full.png,jacket,512,1024
8c6c88c8-326c-4235-9cda-7aecdedf6a93,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000716-04_4_full.png,jacket,512,1024
1d641395-06e5-4662-983e-0446e3fac2ff,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000716-07_4_full.png,jacket,512,1024
43d07cfe-6494-4c53-b40c-68db8652732f,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000763-01_4_full.png,jacket,512,1024
bc12e59d-914c-4a0d-8e1d-e471a7c3e405,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00000946-04_1_front.png,jacket,512,1024
6ea51e37-66fc-42ee-b05b-63970479af94,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00001291-01_1_front.png,jacket,512,1024
edb49447-f9f3-4082-856f-637dfe97d276,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00001875-01_7_additional.png,jacket,512,1024
bc7b5e57-425e-4b2d-8c91-9cc61939cf7f,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00001875-03_4_full.png,jacket,512,1024
e10503ea-5db7-4e2d-8c31-f929c8f1e477,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00001903-01_4_full.png,jacket,512,1024
d4356f53-cb97-415e-9167-e37f4bb5e979,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002173-04_4_full.png,jacket,512,1024
dc603a2a-6567-4578-bb6a-da5b3fc00794,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002268-01_4_full.png,jacket,512,1024
f9f2c235-817e-4a53-8822-1b3370423cd8,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002375-01_7_additional.png,jacket,512,1024
ad93f271-84e2-4b02-a826-f54eda013e9a,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002439-01_2_side.png,jacket,512,1024
3d6b4fb7-a4e1-4ec9-bbac-f3d5cebb6ecb,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002439-02_4_full.png,jacket,512,1024
e961b024-415c-4b35-bd05-016ecf51a2c7,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002439-04_4_full.png,jacket,512,1024
ac616d0b-253f-4914-8c60-813f9c15964f,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002446-01_7_additional.png,jacket,512,1024
936ed794-c6c5-42a2-9e03-ebe70561ca74,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002446-04_1_front.png,jacket,512,1024
966bed51-bd79-4211-af7f-b24908c97b03,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00002958-04_7_additional.png,jacket,512,1024
99c86ea8-3c23-493e-804f-369672a0507e,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00003311-01_4_full.png,jacket,512,1024
cc3fccb3-1d88-49f4-9d65-6a8846a1cdd8,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00003336-05_7_additional.png,jacket,512,1024
58db17bf-809d-48eb-8e28-935d32b16c1a,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00003336-06_7_additional.png,jacket,512,1024
0ee3c403-d1eb-4525-a59f-8658d4f53804,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00003336-07_7_additional.png,jacket,512,1024
059086a1-a4e7-48b2-9aa7-633faa46c26a,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00003336-08_7_additional.png,jacket,512,1024
008e8cf4-45ea-4c88-8b9f-e1b0c55379e1,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00003336-09_4_full.png,jacket,512,1024
0d68e570-821f-48b3-a941-be380d47be24,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00003336-09_7_additional.png,jacket,512,1024
100941c9-1abe-42ea-85f2-cd414197c1f1,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00003336-10_4_full.png,jacket,512,1024
5909a794-4bb3-4433-8245-5f64424da754,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00004014-01_4_full.png,jacket,512,1024
b4062f88-a4bf-4e83-ad00-e404c0d4a603,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00004235-01_4_full.png,jacket,512,1024
6bb2bc6b-0d8b-4e0c-9dd4-d93306313c40,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00004328-01_4_full.png,jacket,512,1024
bcb95ae1-0eea-40ca-9480-1d24e767cdb2,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00004606-01_4_full.png,jacket,512,1024
38cf84f6-1fcc-440f-9ef8-aebe783ee969,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00004622-01_1_front.png,jacket,512,1024
3e068fa3-262b-4792-a1ee-0e792ce0101e,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00004672-01_7_additional.png,jacket,512,1024
394a2de3-ea08-4cf1-abc7-a254a148d6f4,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00004882-01_7_additional.png,jacket,512,1024
444c8a33-14e1-473e-a33e-a7c0c999a1af,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00004882-02_7_additional.png,jacket,512,1024
0cc2edf0-5cfa-42c6-a3a2-0d9a043efa0f,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00005097-04_7_additional.png,jacket,512,1024
117c732b-e49e-4bfc-a13e-6f66308e7c69,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00005097-05_4_full.png,jacket,512,1024
0e905bf0-d9a8-4e9e-b995-9fa8b6524cc6,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00005097-07_4_full.png,jacket,512,1024
4c3924f7-5463-4f56-aba3-a834b4573a6c,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00005097-08_1_front.png,jacket,512,1024
dab00f25-1f5c-465b-b17b-af458015d37d,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00005346-01_4_full.png,jacket,512,1024
e59587c6-1456-4816-9447-a00918049dff,C:\Users\Lakshya Hindocha\OneDrive\Desktop\StyleSync\dataset\raw\deepfashion\datasets\train_images\MEN-Jackets_Vests-id_00005451-01_4_full.png,jacket,512,1024
